Nem;Stílus;Csoport;Gyakorlat;Súlycsoport;Név;Egyesület;Születési év;Testsúly;Eredmény;Dátum;Helyszín;Verseny
Női;EQ;Masters 1;Összetett;-84kg;Bak Szilvia;Fortius SE;1971;82,95;400,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 1;Összetett;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;132,36;539,5;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 1;Guggolás;-47kg;alaprekord;;;;70,0;2011.01.01;;
Női;EQ;Masters 1;Guggolás;-52kg;Petróczki Magdolna;Body Power;1968;51,43;162,5;2014.09.21-27;Pilsen (CZE);Masters Erőemelő Világbajnokság
Női;EQ;Masters 1;Guggolás;-57kg;Petróczki Magdolna;Body Power;1968;53,85;150,0;2016.12.17;Budapest;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 1;Guggolás;-63kg;Dr. Kiss Anett;RKA Erőművek SE;1976;62,00;165,0;2019.11.02;Budapest;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 1;Guggolás;-69kg;alaprekord;;;;140,0;2021.04.11;;
Női;EQ;Masters 1;Guggolás;-76kg;alaprekord;;;;150,0;2021.04.11;;
Női;EQ;Masters 1;Guggolás;-84kg;alaprekord;;;;155,0;2011.01.01;;
Női;EQ;Masters 1;Guggolás;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;132,36;203,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 1;Fekvenyomás;-47kg;alaprekord;;;;70,0;2011.01.01;;
Női;EQ;Masters 1;Fekvenyomás;-52kg;Nyers Mónika;Tabi Fitness Klub SE;1978;50,00;98,0;2021.05.29;Budapest;Masters Női RAW Erőemelő Magyar Bajnokság
Női;EQ;Masters 1;Fekvenyomás;-57kg;Salamon Erika;Tabi Fitness Klub SE;1974;56,10;100,5;2019.09.14;Sárbogárd;Masters RAW Erőemelő Magyar Bajnokság
Női;EQ;Masters 1;Fekvenyomás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;59,90;97,5;2012.12.08-09;Orosháza;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 1;Fekvenyomás;-69kg;alaprekord;;;;85,0;2021.04.11;;
Női;EQ;Masters 1;Fekvenyomás;-76kg;alaprekord;;;;90,0;2021.04.11;;
Női;EQ;Masters 1;Fekvenyomás;-84kg;alaprekord;;;;95,0;2011.01.01;;
Női;EQ;Masters 1;Fekvenyomás;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;136,55;143,0;2018.11.24-12.02;Kaunas (LTU);RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 1;Felhúzás;-47kg;alaprekord;;;;80,0;2011.01.01;;
Női;EQ;Masters 1;Felhúzás;-52kg;Petróczki Magdolna;Body Power;1968;52,00;172,5;2014.10.04-05;Gyula;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 1;Felhúzás;-57kg;Petróczki Magdolna;Body Power;1968;53,85;165,0;2016.12.17;Budapest;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 1;Felhúzás;-63kg;Dr. Kiss Anett;RKA Erőművek SE;1976;62,00;185,0;2019.11.02;Budapest;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 1;Felhúzás;-69kg;alaprekord;;;;145,0;2021.04.11;;
Női;EQ;Masters 1;Felhúzás;-76kg;alaprekord;;;;155,0;2021.04.11;;
Női;EQ;Masters 1;Felhúzás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;175,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 1;Felhúzás;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;137,00;192,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Összetett;-47kg;;;;;;;;
Női;EQ;Masters 2;Összetett;-52kg;Petróczki Magdolna;RKA Erőművek SE;1968;51,15;357,5;2018.03.06-11;Helsingborg (SWE);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Összetett;-57kg;;;;;;;;
Női;EQ;Masters 2;Összetett;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,90;335,0;2012.04.14-15;Orosháza;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 2;Összetett;-69kg;;;;;;;;
Női;EQ;Masters 2;Összetett;-76kg;;;;;;;;
Női;EQ;Masters 2;Összetett;-84kg;Bak Szilvia;Fortius SE;1971;82,95;400,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Összetett;84+kg;Fazekas Andrea;Fortius SE;1966;103,69;350,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Guggolás;-47kg;;;;;;;;
Női;EQ;Masters 2;Guggolás;-52kg;Petróczki Magdolna;RKA Erőművek SE;1968;51,20;120,0;2019.11.02;Budapest;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 2;Guggolás;-57kg;;;;;;;;
Női;EQ;Masters 2;Guggolás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;59,11;110,0;2011.07.05;Pilsen (CZE);Masters Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Guggolás;-69kg;;;;;;;;
Női;EQ;Masters 2;Guggolás;-76kg;;;;;;;;
Női;EQ;Masters 2;Guggolás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;135,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Guggolás;84+kg;Fazekas Andrea;Fortius SE;1966;103,69;122,5;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Fekvenyomás;-47kg;;;;;;;;
Női;EQ;Masters 2;Fekvenyomás;-52kg;Petróczki Magdolna;RKA Erőművek SE;1968;51,20;82,5;2019.11.02;Budapest;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 2;Fekvenyomás;-57kg;;;;;;;;
Női;EQ;Masters 2;Fekvenyomás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;59,90;97,5;2012.12.08-09;Orosháza;Masters Erőemelő Magyar Bajnokság
Női;EQ;Masters 2;Fekvenyomás;-69kg;;;;;;;;
Női;EQ;Masters 2;Fekvenyomás;-76kg;;;;;;;;
Női;EQ;Masters 2;Fekvenyomás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;90,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Fekvenyomás;84+kg;Fazekas Andrea;Fortius SE;1966;103,69;75,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Felhúzás;-47kg;;;;;;;;
Női;EQ;Masters 2;Felhúzás;-52kg;Petróczki Magdolna;RKA Erőművek SE;1968;51,50;142,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Felhúzás;-57kg;;;;;;;;
Női;EQ;Masters 2;Felhúzás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;135,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Felhúzás;-69kg;;;;;;;;
Női;EQ;Masters 2;Felhúzás;-76kg;;;;;;;;
Női;EQ;Masters 2;Felhúzás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;175,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 2;Felhúzás;84+kg;Fazekas Andrea;Fortius SE;1966;103,69;152,5;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 3;Összetett;-47kg;alaprekord;;;;220,0;2011.01.01;;
Női;EQ;Masters 3;Összetett;-52kg;alaprekord;;;;235,0;2011.01.01;;
Női;EQ;Masters 3;Összetett;-57kg;alaprekord;;;;245,0;2011.01.01;;
Női;EQ;Masters 3;Összetett;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;327,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 3;Összetett;-69kg;alaprekord;;;;275,0;2021.04.11;;
Női;EQ;Masters 3;Összetett;-76kg;alaprekord;;;;300,0;2021.04.11;;
Női;EQ;Masters 3;Összetett;-84kg;alaprekord;;;;315,0;2011.01.01;;
Női;EQ;Masters 3;Összetett;84+kg;alaprekord;;;;330,0;2011.01.01;;
Női;EQ;Masters 3;Guggolás;-47kg;alaprekord;;;;50,0;2011.01.01;;
Női;EQ;Masters 3;Guggolás;-52kg;alaprekord;;;;60,0;2011.01.01;;
Női;EQ;Masters 3;Guggolás;-57kg;alaprekord;;;;65,0;2011.01.01;;
Női;EQ;Masters 3;Guggolás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;102,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 3;Guggolás;-69kg;alaprekord;;;;85,0;2021.04.11;;
Női;EQ;Masters 3;Guggolás;-76kg;alaprekord;;;;95,0;2021.04.11;;
Női;EQ;Masters 3;Guggolás;-84kg;alaprekord;;;;80,0;2011.01.01;;
Női;EQ;Masters 3;Guggolás;84+kg;alaprekord;;;;85,0;2011.01.01;;
Női;EQ;Masters 3;Fekvenyomás;-47kg;alaprekord;;;;55,0;2011.01.01;;
Női;EQ;Masters 3;Fekvenyomás;-52kg;alaprekord;;;;60,0;2011.01.01;;
Női;EQ;Masters 3;Fekvenyomás;-57kg;alaprekord;;;;65,0;2011.01.01;;
Női;EQ;Masters 3;Fekvenyomás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;90,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 3;Fekvenyomás;-69kg;alaprekord;;;;70,0;2021.04.11;;
Női;EQ;Masters 3;Fekvenyomás;-76kg;alaprekord;;;;75,0;2021.04.11;;
Női;EQ;Masters 3;Fekvenyomás;-84kg;alaprekord;;;;80,0;2011.01.01;;
Női;EQ;Masters 3;Fekvenyomás;84+kg;alaprekord;;;;85,0;2011.01.01;;
Női;EQ;Masters 3;Felhúzás;-47kg;alaprekord;;;;70,0;2011.01.01;;
Női;EQ;Masters 3;Felhúzás;-52kg;alaprekord;;;;80,0;2011.01.01;;
Női;EQ;Masters 3;Felhúzás;-57kg;alaprekord;;;;90,0;2011.01.01;;
Női;EQ;Masters 3;Felhúzás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;135,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;EQ;Masters 3;Felhúzás;-69kg;alaprekord;;;;105,0;2021.04.11;;
Női;EQ;Masters 3;Felhúzás;-76kg;alaprekord;;;;110,0;2021.04.11;;
Női;EQ;Masters 3;Felhúzás;-84kg;alaprekord;;;;115,0;2011.01.01;;
Női;EQ;Masters 3;Felhúzás;84+kg;alaprekord;;;;120,0;2011.01.01;;
Férfi;RAW;Open;Összetett;-59kg;Barátosi Levente;BEAC;1997;58,15;410,0;2018.04.27-29;Kisbér;RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Összetett;-66kg;Veres Ádám;Mérk Kinizsi SE;1996;65,95;572,5;2018.11.24-12.02;Kaunas (LTU);RAW Erőemelő Európa Bajnokság
Férfi;RAW;Open;Összetett;-74kg;Posta Krisztián;Vitalitás SE;2000;73,80;600,0;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Férfi;RAW;Open;Összetett;-83kg;Kulcsár Dávid;Popeye Power Nyíregyháza;1995;82,74;662,5;2015.03.21-28;Pilsen (CZE);RAW Erőemelő Európa Bajnokság
Férfi;RAW;Open;Összetett;-93kg;Fekete Miklós;Sirius Lifting SE;1973;92,65;767,5;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Open;Összetett;-105kg;Kulcsár Dávid;KeletEreje Nyíregyháza;1995;102,90;835,5;2020.09.12-13;Szombathely;RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Összetett;-120kg;Bereczki Szilárd;Sirius Lifting SE;1999;111,20;805,0;2021.08.28;Baja;II.o RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Összetett;120+kg;Seres Zoltán;KeletEreje Nyíregyháza;1995;129,40;855,0;2018.11.24-12.02;Kaunas (LTU);RAW Erőemelő Európa Bajnokság
Férfi;RAW;Open;Guggolás;-59kg;Barátosi Levente;BEAC;1997;58,15;142,5;2018.04.27-29;Kisbér;RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Guggolás;-66kg;Veres Ádám;Mérk Kinizsi SE;1996;65,60;202,5;2019.07.22-27;Tartu (EST);Egyetemi és Főiskolai Erőemelő Bajnokság
Férfi;RAW;Open;Guggolás;-74kg;Pásztor Tamás;PowerBuilder SE;1986;72,70;215,0;2021.06.26;Budapest;Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Guggolás;-83kg;Susa Dávid;Vasdisznó Erőemelő SE;1990;82,80;243,0;2018.10.06-07;Orosháza;RAW Erőemelő Csapatbajnokság
Férfi;RAW;Open;Guggolás;-93kg;Horváth Péter;MAFC;1991;92,70;275,0;2021.06.26;Budapest;Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Guggolás;-105kg;Kulcsár Dávid;KeletEreje Nyíregyháza;1995;102,90;317,5;2020.09.12-13;Szombathely;RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Guggolás;-120kg;Pánisz László;Hajdúszoboszlói BSE;1972;117,95;295,0;2017.06.15-25;Minszk (BLR);RAW Erőemelő Világbajnokság
Férfi;RAW;Open;Guggolás;120+kg;Bana Milán;Hajdúszoboszlói BSE;1998;149,40;307,5;2021.09.28;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Férfi;RAW;Open;Fekvenyomás;-59kg;Orosi Tamás;Mérk Kinizsi SE;1996;57,70;100,5;2016.10.22;Zalaegerszeg;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Fekvenyomás;-66kg;Veres Ádám;Mérk Kinizsi SE;1996;65,95;145,0;2018.11.24-12.02;Kaunas (LTU);RAW Erőemelő Európa Bajnokság
Férfi;RAW;Open;Fekvenyomás;-74kg;Szívós Ádám;Marvel Team SE;1992;74,00;157,5;2016.04.27-29;Kisbér;RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Fekvenyomás;-83kg;Konrád Gergely;Barcsi VSE;1992;82,10;170,0;2015.05.01-02;Tab;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Fekvenyomás;-93kg;Brezina András;Sirius Lifting SE;1995;91,10;191,0;2021.06.26;Budapest;Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Fekvenyomás;-105kg;Kulcsár Dávid;KeletEreje Nyíregyháza;1995;102,90;218,0;2020.09.12-13;Szombathely;RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Fekvenyomás;-120kg;Schauer Kornél;Sugó Power SE;1977;118,90;230,0;2014.05.16-18;Tab;Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Fekvenyomás;120+kg;Havai Viktor;Sebi Gym SE;1981;150,00;235,0;2013.09.14;Tab;Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Felhúzás;-59kg;Nagy Viktor;Herkules SE;1995;54,60;176,0;2019.06.22-23;Ászár;RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Felhúzás;-66kg;Somodi Vince;Jászladányi Egyetértés SE;1995;65,50;231,0;2021.06.26;Budapest;Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Felhúzás;-74kg;Posta Krisztián;Vitalitás SE;2000;73,80;250,0;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Férfi;RAW;Open;Felhúzás;-83kg;Viski Ferenc;Sebi Gym SE;1994;81,70;276,0;2020.09.12-13;Szombathely;RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Felhúzás;-93kg;Fekete Miklós;Sirius Lifting SE;1973;92,65;310,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Open;Felhúzás;-105kg;Hegedűs Áron;Westfit Gym SE;1996;103,22;332,5;2021.10.02;Halmstad (SWE);RAW Erőemelő Világbajnokság
Férfi;RAW;Open;Felhúzás;-120kg;Pánisz László;Hajdúszoboszlói BSE;1972;118,00;315,5;2016.05.01;Tab;RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Open;Felhúzás;120+kg;Seres Zoltán;KeletEreje Nyíregyháza;1995;129,40;332,5;2018.11.24-12.02;Kaunas (LTU);RAW Erőemelő Európa Bajnokság
Férfi;RAW;Ifjúsági;Összetett;-53kg;Orosi Tamás;Mérk Kinizsi SE;1996;50,50;345,0;2013.09.14;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Összetett;-59kg;Somodi Vince;Jászladányi Egyetértés SE;1995;57,90;385,0;2012.03.31;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Összetett;-66kg;Posta Krisztián;Vitalitás Balassagyarmat;2000;64,50;450,5;2018.10.06;Orosháza;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Összetett;-74kg;Rácz Dávid;Mérk Kinizsi SE;1996;73,45;536,0;2014.05.16-18;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Összetett;-83kg;Havai Patrik;Sebi Gym SE;2001;81,80;575,0;2019.09.14-15;Sárbogárd;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Összetett;-93kg;Susa Olivér;Vasdisznó SE;2004;93,00;702,0;2021.09.28;Halmstad (SWE);Ifi RAW Erőemelő Világbajnokság
Férfi;RAW;Ifjúsági;Összetett;-105kg;Szászi Milán;Orosházi Toldi SE;1997;96,05;612,5;2015.05.01-02;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Összetett;-120kg;Kandrák Patrik;KeletEreje Nyíregyháza;1999;118,20;605,0;2017.11.25-26;Kisbér;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Összetett;120+kg;Horváth Mátyás;Hagymagym ZSE;2003;171,34;597,5;2021.09.28;Halmstad (SWE);Ifi RAW Erőemelő Világbajnokság
Férfi;RAW;Ifjúsági;Guggolás;-53kg;Terebesi Ákos;Ózdi SFC;2004;58,75;133,0;2017.11.25-26;Kisbér;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Guggolás;-59kg;Somodi Vince;Jászladányi Egyetértés SE;1995;57,90;130,0;2012.03.31;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Guggolás;-66kg;Posta Krisztián;Vitalitás Balassagyarmat;2000;64,50;155,5;2018.10.06;Orosháza;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Guggolás;-74kg;Szabó Balázs;Békéscsabai SSZE;2003;70,60;180,5;2021.06.26;Budapest;Ifi Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Guggolás;-83kg;Olej Roland;Westfit Gym SE;2004;82,90;203,0;2021.06.26;Budapest;Ifi Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Guggolás;-93kg;Susa Olivér;Vasdisznó SE;2004;93,00;250,0;2021.09.28;Halmstad (SWE);Ifi RAW Erőemelő Világbajnokság
Férfi;RAW;Ifjúsági;Guggolás;-105kg;Ungai Olivér;Hajdúszoboszlói BSE;1998;103,85;220,0;2016.10.15;Budapest;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Guggolás;-120kg;Kandrák Patrik;KeletEreje Nyíregyháza;1999;118,20;215,0;2017.11.25-26;Kisbér;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Guggolás;120+kg;Horváth Mátyás Kolos;Hagymagym ZSE;2003;171,34;227,5;2021.09.28;Halmstad (SWE);Ifi RAW Erőemelő Világbajnokság
Férfi;RAW;Ifjúsági;Fekvenyomás;-53kg;Orosi Tamás;Mérk Kinizsi SE;1996;50,50;95,0;2013.09.14;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Fekvenyomás;-59kg;Orosi Tamás;Mérk Kinizsi SE;1996;53,80;100,0;2014.05.16-18;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Fekvenyomás;-66kg;Tóth Richárd;Vitalitás SE;1996;64,55;110,0;2014.05.16-18;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Fekvenyomás;-74kg;Rácz Dávid;Mérk Kinizsi SE;1996;73,20;150,0;2013.09.14;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Fekvenyomás;-83kg;Olej Roland;Westfit Gym SE;2004;82,90;140,5;2021.06.26;Budapest;Ifi Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Fekvenyomás;-93kg;Susa Olivér;Vasdisznó SE;2004;93,00;187,0;2021.09.28;Halmstad (SWE);Ifi RAW Erőemelő Világbajnokság
Férfi;RAW;Ifjúsági;Fekvenyomás;-105kg;Szászi Milán;Orosházi Toldi SE;1997;96,05;172,5;2015.05.01-02;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Fekvenyomás;-120kg;Havrán Róbert;RKA Erőművek SE;2000;105,10;157,5;2017.04.30;Budapest;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Fekvenyomás;120+kg;Horváth Mátyás Kolos;Hagymagym ZSE;2003;171,34;122,5;2021.09.28;Halmstad (SWE);Ifi RAW Erőemelő Világbajnokság
Férfi;RAW;Ifjúsági;Felhúzás;-53kg;Orosi Tamás;Mérk Kinizsi SE;1996;50,50;145,0;2013.09.14;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Felhúzás;-59kg;Somodi Vince;Jászladányi Egyetértés SE;1995;57,90;170,0;2012.03.31;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Felhúzás;-66kg;Somodi Vince;Jászladányi Egyetértés SE;1995;62,55;205,0;2013.09.14;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Felhúzás;-74kg;Nagy Zoltán;Tabi Fitness Klub SE;2004;71,50;230,0;2021.06.26;Budapest;Ifi Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Felhúzás;-83kg;Havai Patrik;Sebi Gym SE Isaszeg;2001;81,80;232,5;2019.09.14-15;Sárbogárd;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Felhúzás;-93kg;Susa Olivér;Vasdisznó SE;2004;93,00;265,0;2021.09.28;Halmstad (SWE);Ifi RAW Erőemelő Világbajnokság
Férfi;RAW;Ifjúsági;Felhúzás;-105kg;Ungai Olivér;Hajdúszoboszlói BSE;1998;103,85;241,0;2016.10.15;Budapest;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Felhúzás;-120kg;Kandrák Patrik;KeletEreje Nyíregyháza;1999;118,20;260,0;2017.11.25-26;Kisbér;Ifi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Ifjúsági;Felhúzás;120+kg;Horváth Mátyás Kolos;Hagymagym ZSE;2003;171,34;247,5;2021.09.28;Halmstad (SWE);Ifi RAW Erőemelő Világbajnokság
Férfi;RAW;Junior;Összetett;-53kg;Orosi Tamás;Mérk Kinizsi SE;1996;50,50;345,0;2013.09.14;Tab;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Összetett;-59kg;Barátosi Levente;BEAC;1997;58,15;410,0;2018.04.27-29;Kisbér;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Összetett;-66kg;Veres Ádám;Mérk Kinizsi SE;1996;65,95;572,5;2018.11.24-12.02;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Összetett;-74kg;Posta Krisztián;Vitalitás SE;2000;73,80;600,0;2021.09.27;Halmstad (SWE);Junior RAW Erőemelő Világbajnokság
Férfi;RAW;Junior;Összetett;-83kg;Kulcsár Dávid;Popeye Power Nyíregyháza;1995;82,74;662,5;2015.03.21-28;Pilsen (CZE);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Összetett;-93kg;Kulcsár Dávid;KeletEreje Nyíregyháza;1995;92,27;765,0;2017.06.15-25;Minszk (BLR);Junior RAW Erőemelő Világbajnokság
Férfi;RAW;Junior;Összetett;-105kg;Hegedűs Áron;Westfit Gym SE;1996;104,40;807,5;2019.11.29-12.08;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Összetett;-120kg;Bereczki Szilárd;Sirius Lifting SE;1999;111,20;805,0;2021.08.28;Baja;II.o RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Összetett;120+kg;Seres Zoltán;KeletEreje Nyíregyháza;1995;129,40;855,0;2018.11.24-12.02;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Guggolás;-53kg;Orosi Tamás;Mérk Kinizsi SE;1996;50,50;105,0;2013.09.14;Tab;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Guggolás;-59kg;Barátosi Levente;BEAC;1997;58,15;142,5;2018.04.27-29;Kisbér;Junior RAW Erőemelő Csapatbajnokság
Férfi;RAW;Junior;Guggolás;-66kg;Veres Ádám;Mérk Kinizsi SE;1996;65,60;202,5;2019.07.22-27;Tartu (EST);Egyetemi és Főiskolai Erőemelő Bajnokság
Férfi;RAW;Junior;Guggolás;-74kg;Posta Krisztián;Vitalitás SE;2000;73,80;215,0;2021.09.27;Halmstad (SWE);Junior RAW Erőemelő Világbajnokság
Férfi;RAW;Junior;Guggolás;-83kg;Kulcsár Dávid;Popeye Power Nyíregyháza;1995;82,74;242,5;2015.03.21-28;Pilsen (CZE);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Guggolás;-93kg;Kulcsár Dávid;KeletEreje Nyíregyháza;1995;92,27;272,5;2017.06.15-25;Minszk (BLR);Junior RAW Erőemelő Világbajnokság
Férfi;RAW;Junior;Guggolás;-105kg;Hegedűs Áron;Westfit Gym SE;1996;104,40;297,5;2019.11.29-12.08;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Guggolás;-120kg;Bereczki Szilárd;Sirius Lifting SE;1999;111,20;290,0;2021.08.28;Baja;II.o RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Guggolás;120+kg;Bana Milán;Hajdúszoboszlói BSE;1998;149,40;307,5;2021.09.28;Halmstad (SWE);Junior RAW Erőemelő Világbajnokság
Férfi;RAW;Junior;Fekvenyomás;-53kg;Orosi Tamás;Mérk Kinizsi SE;1996;50,50;95,0;2013.09.14;Tab;Junior RAW Erőemelő Magyar Bajnokság
